id,json_body,trade_time_int
181,"{""last"":274082,""bid"":274095,""ask"":274174,""high"":276000,""low"":263200,""volume"":""10347.19098562"",""timestamp"":1496144364}",20170530203925
182,"{""last"":274082,""bid"":274082,""ask"":274174,""high"":276000,""low"":263200,""volume"":""10346.3689593"",""timestamp"":1496144375}",20170530203935
183,"{""last"":274082,""bid"":274084,""ask"":274174,""high"":276000,""low"":263200,""volume"":""10346.29981501"",""timestamp"":1496144385}",20170530203945
184,"{""last"":274082,""bid"":274084,""ask"":274174,""high"":276000,""low"":263200,""volume"":""10346.29981501"",""timestamp"":1496144385}",20170530203955
185,"{""last"":274194,""bid"":274089,""ask"":274180,""high"":276000,""low"":263200,""volume"":""10344.12808621"",""timestamp"":1496144399}",20170530204005
186,"{""last"":274194,""bid"":274092,""ask"":274193,""high"":276000,""low"":263200,""volume"":""10341.93204578"",""timestamp"":1496144406}",20170530204015
187,"{""last"":274092,""bid"":274094,""ask"":274180,""high"":276000,""low"":263200,""volume"":""10340.6261752"",""timestamp"":1496144417}",20170530204025
188,"{""last"":274092,""bid"":274096,""ask"":274189,""high"":276000,""low"":263200,""volume"":""10339.89122954"",""timestamp"":1496144428}",20170530204035
189,"{""last"":274092,""bid"":274111,""ask"":274181,""high"":276000,""low"":263200,""volume"":""10339.58213479"",""timestamp"":1496144436}",20170530204045
190,"{""last"":274194,""bid"":274112,""ask"":274200,""high"":276000,""low"":263200,""volume"":""10338.68850367"",""timestamp"":1496144450}",20170530204056
191,"{""last"":274194,""bid"":274141,""ask"":274199,""high"":276000,""low"":263200,""volume"":""10338.2638757"",""timestamp"":1496144463}",20170530204106
192,"{""last"":274194,""bid"":274142,""ask"":274199,""high"":276000,""low"":263200,""volume"":""10337.7513257"",""timestamp"":1496144474}",20170530204116
193,"{""last"":274141,""bid"":274143,""ask"":274186,""high"":276000,""low"":263200,""volume"":""10337.4249257"",""timestamp"":1496144483}",20170530204126
194,"{""last"":274199,""bid"":274157,""ask"":274199,""high"":276000,""low"":263200,""volume"":""10336.12460183"",""timestamp"":1496144493}",20170530204136
195,"{""last"":274186,""bid"":274171,""ask"":274186,""high"":276000,""low"":263200,""volume"":""10335.80430183"",""timestamp"":1496144504}",20170530204146
196,"{""last"":274172,""bid"":274152,""ask"":274185,""high"":276000,""low"":263200,""volume"":""10335.3216764"",""timestamp"":1496144514}",20170530204156
197,"{""last"":274183,""bid"":274170,""ask"":274186,""high"":276000,""low"":263200,""volume"":""10335.94693927"",""timestamp"":1496144526}",20170530204206
198,"{""last"":274183,""bid"":274170,""ask"":274186,""high"":276000,""low"":263200,""volume"":""10335.94693927"",""timestamp"":1496144526}",20170530204216
199,"{""last"":274153,""bid"":274141,""ask"":274156,""high"":276000,""low"":263200,""volume"":""10334.67049362"",""timestamp"":1496144545}",20170530204226
200,"{""last"":274153,""bid"":274141,""ask"":274156,""high"":276000,""low"":263200,""volume"":""10334.67049362"",""timestamp"":1496144545}",20170530204236
201,"{""last"":274240,""bid"":274198,""ask"":274240,""high"":276000,""low"":263200,""volume"":""10335.40885361"",""timestamp"":1496144566}",20170530204246
202,"{""last"":274240,""bid"":274198,""ask"":274240,""high"":276000,""low"":263200,""volume"":""10335.40885361"",""timestamp"":1496144566}",20170530204256
203,"{""last"":274267,""bid"":274267,""ask"":274300,""high"":276000,""low"":263200,""volume"":""10331.55035088"",""timestamp"":1496144584}",20170530204306
204,"{""last"":274152,""bid"":274154,""ask"":274258,""high"":276000,""low"":263200,""volume"":""10332.12730775"",""timestamp"":1496144594}",20170530204317
205,"{""last"":274300,""bid"":274167,""ask"":274243,""high"":276000,""low"":263200,""volume"":""10333.01699775"",""timestamp"":1496144604}",20170530204327
206,"{""last"":274167,""bid"":274156,""ask"":274242,""high"":276000,""low"":263200,""volume"":""10332.46592119"",""timestamp"":1496144614}",20170530204337
207,"{""last"":274167,""bid"":274183,""ask"":274243,""high"":276000,""low"":263200,""volume"":""10328.45029763"",""timestamp"":1496144625}",20170530204347
208,"{""last"":274167,""bid"":274185,""ask"":274243,""high"":276000,""low"":263200,""volume"":""10326.97740763"",""timestamp"":1496144634}",20170530204357
209,"{""last"":274178,""bid"":274165,""ask"":274223,""high"":276000,""low"":263200,""volume"":""10331.89701657"",""timestamp"":1496144645}",20170530204407
210,"{""last"":274189,""bid"":274176,""ask"":274188,""high"":276000,""low"":263200,""volume"":""10331.18787642"",""timestamp"":1496144656}",20170530204417
211,"{""last"":274189,""bid"":274176,""ask"":274188,""high"":276000,""low"":263200,""volume"":""10331.18787642"",""timestamp"":1496144656}",20170530204427
212,"{""last"":274188,""bid"":274170,""ask"":274188,""high"":276000,""low"":263200,""volume"":""10331.48308523"",""timestamp"":1496144668}",20170530204437
213,"{""last"":274170,""bid"":274170,""ask"":274187,""high"":276000,""low"":263200,""volume"":""10332.33108523"",""timestamp"":1496144677}",20170530204447
214,"{""last"":274178,""bid"":274178,""ask"":274186,""high"":276000,""low"":263200,""volume"":""10328.4084946"",""timestamp"":1496144696}",20170530204457
215,"{""last"":274178,""bid"":274178,""ask"":274186,""high"":276000,""low"":263200,""volume"":""10328.4084946"",""timestamp"":1496144696}",20170530204507
216,"{""last"":274188,""bid"":274178,""ask"":274188,""high"":276000,""low"":263200,""volume"":""10326.48761521"",""timestamp"":1496144717}",20170530204517
217,"{""last"":274178,""bid"":274178,""ask"":274188,""high"":276000,""low"":263200,""volume"":""10323.31029159"",""timestamp"":1496144726}",20170530204527
218,"{""last"":274188,""bid"":274191,""ask"":274227,""high"":276000,""low"":263200,""volume"":""10323.04901791"",""timestamp"":1496144737}",20170530204537
219,"{""last"":274188,""bid"":274191,""ask"":274227,""high"":276000,""low"":263200,""volume"":""10323.04901791"",""timestamp"":1496144737}",20170530204547
220,"{""last"":274191,""bid"":274193,""ask"":274213,""high"":276000,""low"":263200,""volume"":""10322.65104004"",""timestamp"":1496144749}",20170530204557
221,"{""last"":274195,""bid"":274181,""ask"":274213,""high"":276000,""low"":263200,""volume"":""10321.75373214"",""timestamp"":1496144764}",20170530204608
222,"{""last"":274193,""bid"":274180,""ask"":274202,""high"":276000,""low"":263200,""volume"":""10321.40153214"",""timestamp"":1496144776}",20170530204618
223,"{""last"":274193,""bid"":274180,""ask"":274213,""high"":276000,""low"":263200,""volume"":""10320.82108812"",""timestamp"":1496144786}",20170530204628
224,"{""last"":274193,""bid"":274182,""ask"":274228,""high"":276000,""low"":263200,""volume"":""10321.21687705"",""timestamp"":1496144795}",20170530204638
225,"{""last"":274193,""bid"":274193,""ask"":274228,""high"":276000,""low"":263200,""volume"":""10319.63765824"",""timestamp"":1496144806}",20170530204648
226,"{""last"":274193,""bid"":274180,""ask"":274193,""high"":276000,""low"":263200,""volume"":""10319.33342702"",""timestamp"":1496144816}",20170530204658
227,"{""last"":274193,""bid"":274179,""ask"":274193,""high"":276000,""low"":263200,""volume"":""10313.36963379"",""timestamp"":1496144825}",20170530204708
228,"{""last"":274093,""bid"":274093,""ask"":274186,""high"":276000,""low"":263200,""volume"":""10315.27253379"",""timestamp"":1496144835}",20170530204718
229,"{""last"":274094,""bid"":274094,""ask"":274185,""high"":276000,""low"":263200,""volume"":""10320.89518966"",""timestamp"":1496144846}",20170530204728
230,"{""last"":274093,""bid"":274105,""ask"":274185,""high"":276000,""low"":263200,""volume"":""10320.66759311"",""timestamp"":1496144855}",20170530204738
231,"{""last"":274092,""bid"":274120,""ask"":274185,""high"":276000,""low"":263200,""volume"":""10320.69431325"",""timestamp"":1496144865}",20170530204748
232,"{""last"":274104,""bid"":274082,""ask"":274185,""high"":276000,""low"":263200,""volume"":""10319.58482125"",""timestamp"":1496144875}",20170530204758
233,"{""last"":274185,""bid"":274149,""ask"":274185,""high"":276000,""low"":263200,""volume"":""10313.10615971"",""timestamp"":1496144884}",20170530204808
234,"{""last"":274184,""bid"":274177,""ask"":274184,""high"":276000,""low"":263200,""volume"":""10312.24360674"",""timestamp"":1496144895}",20170530204818
235,"{""last"":274184,""bid"":274177,""ask"":274184,""high"":276000,""low"":263200,""volume"":""10312.24360674"",""timestamp"":1496144895}",20170530204829
236,"{""last"":274172,""bid"":274140,""ask"":274172,""high"":276000,""low"":263200,""volume"":""10313.93930076"",""timestamp"":1496144914}",20170530204839
237,"{""last"":274183,""bid"":274148,""ask"":274183,""high"":276000,""low"":263200,""volume"":""10311.16935076"",""timestamp"":1496144925}",20170530204849
238,"{""last"":274183,""bid"":274149,""ask"":274313,""high"":276000,""low"":263200,""volume"":""10309.24184794"",""timestamp"":1496144934}",20170530204859
239,"{""last"":274149,""bid"":274147,""ask"":274313,""high"":276000,""low"":263200,""volume"":""10304.06124794"",""timestamp"":1496144945}",20170530204909
240,"{""last"":274149,""bid"":274162,""ask"":274297,""high"":276000,""low"":263200,""volume"":""10303.17446952"",""timestamp"":1496144955}",20170530204919
241,"{""last"":274292,""bid"":274137,""ask"":274291,""high"":276000,""low"":263200,""volume"":""10299.45160655"",""timestamp"":1496144965}",20170530204929
242,"{""last"":274286,""bid"":274154,""ask"":274313,""high"":276000,""low"":263200,""volume"":""10298.04746017"",""timestamp"":1496144975}",20170530204939
243,"{""last"":274313,""bid"":274189,""ask"":274313,""high"":276000,""low"":263200,""volume"":""10297.80616017"",""timestamp"":1496144985}",20170530204949
244,"{""last"":274071,""bid"":274187,""ask"":274313,""high"":276000,""low"":263200,""volume"":""10302.3250259"",""timestamp"":1496144994}",20170530204959
245,"{""last"":274303,""bid"":274120,""ask"":274303,""high"":276000,""low"":263200,""volume"":""10302.2981409"",""timestamp"":1496145007}",20170530205009
246,"{""last"":274071,""bid"":274112,""ask"":274287,""high"":276000,""low"":263200,""volume"":""10304.96300019"",""timestamp"":1496145019}",20170530205019
247,"{""last"":274283,""bid"":274086,""ask"":274270,""high"":276000,""low"":263200,""volume"":""10304.92340019"",""timestamp"":1496145026}",20170530205029
248,"{""last"":274283,""bid"":274086,""ask"":274270,""high"":276000,""low"":263200,""volume"":""10304.92340019"",""timestamp"":1496145026}",20170530205039
249,"{""last"":274269,""bid"":274088,""ask"":274252,""high"":276000,""low"":263200,""volume"":""10305.09055467"",""timestamp"":1496145046}",20170530205049
250,"{""last"":274264,""bid"":274084,""ask"":274250,""high"":276000,""low"":263200,""volume"":""10305.02423795"",""timestamp"":1496145057}",20170530205059
251,"{""last"":274264,""bid"":274099,""ask"":274249,""high"":276000,""low"":263200,""volume"":""10304.88222923"",""timestamp"":1496145065}",20170530205109
252,"{""last"":274264,""bid"":274091,""ask"":274263,""high"":276000,""low"":263200,""volume"":""10304.34408716"",""timestamp"":1496145075}",20170530205120
253,"{""last"":274248,""bid"":274091,""ask"":274248,""high"":276000,""low"":263200,""volume"":""10303.42368716"",""timestamp"":1496145085}",20170530205130
254,"{""last"":274234,""bid"":274085,""ask"":274247,""high"":276000,""low"":263200,""volume"":""10302.76125603"",""timestamp"":1496145095}",20170530205140
255,"{""last"":274234,""bid"":274114,""ask"":274246,""high"":276000,""low"":263200,""volume"":""10302.06383018"",""timestamp"":1496145105}",20170530205150
256,"{""last"":274211,""bid"":274114,""ask"":274264,""high"":276000,""low"":263200,""volume"":""10302.42277184"",""timestamp"":1496145115}",20170530205200
257,"{""last"":274211,""bid"":274209,""ask"":274264,""high"":276000,""low"":263200,""volume"":""10302.27277184"",""timestamp"":1496145125}",20170530205210
258,"{""last"":274210,""bid"":274210,""ask"":274263,""high"":276000,""low"":263200,""volume"":""10302.36137184"",""timestamp"":1496145134}",20170530205220
259,"{""last"":274210,""bid"":274214,""ask"":274250,""high"":276000,""low"":263200,""volume"":""10302.90756184"",""timestamp"":1496145146}",20170530205230
260,"{""last"":274208,""bid"":274117,""ask"":274195,""high"":276000,""low"":263200,""volume"":""10304.98552763"",""timestamp"":1496145159}",20170530205240
261,"{""last"":274208,""bid"":274129,""ask"":274195,""high"":276000,""low"":263200,""volume"":""10304.95452763"",""timestamp"":1496145165}",20170530205250
262,"{""last"":274208,""bid"":274140,""ask"":274195,""high"":276000,""low"":263200,""volume"":""10304.82335184"",""timestamp"":1496145175}",20170530205300
263,"{""last"":274100,""bid"":274114,""ask"":274175,""high"":276000,""low"":263200,""volume"":""10306.71685899"",""timestamp"":1496145184}",20170530205310
264,"{""last"":274100,""bid"":274084,""ask"":274085,""high"":276000,""low"":263200,""volume"":""10306.88166162"",""timestamp"":1496145194}",20170530205320
265,"{""last"":274071,""bid"":274072,""ask"":274159,""high"":276000,""low"":263200,""volume"":""10307.07929199"",""timestamp"":1496145204}",20170530205330
266,"{""last"":274159,""bid"":274071,""ask"":274143,""high"":276000,""low"":263200,""volume"":""10307.11921586"",""timestamp"":1496145216}",20170530205340
267,"{""last"":274071,""bid"":274071,""ask"":274145,""high"":276000,""low"":263200,""volume"":""10307.50490835"",""timestamp"":1496145224}",20170530205350
268,"{""last"":274071,""bid"":274072,""ask"":274216,""high"":276000,""low"":263200,""volume"":""10309.38983353"",""timestamp"":1496145236}",20170530205400
269,"{""last"":274071,""bid"":274072,""ask"":274216,""high"":276000,""low"":263200,""volume"":""10309.38983353"",""timestamp"":1496145236}",20170530205411
270,"{""last"":274071,""bid"":274072,""ask"":274200,""high"":276000,""low"":263200,""volume"":""10309.34837455"",""timestamp"":1496145259}",20170530205421
271,"{""last"":274071,""bid"":274071,""ask"":274072,""high"":276000,""low"":263200,""volume"":""10309.2971637"",""timestamp"":1496145266}",20170530205431
272,"{""last"":274071,""bid"":274071,""ask"":274139,""high"":276000,""low"":263200,""volume"":""10308.06214875"",""timestamp"":1496145274}",20170530205441
273,"{""last"":274071,""bid"":274071,""ask"":274136,""high"":276000,""low"":263200,""volume"":""10308.64408857"",""timestamp"":1496145286}",20170530205451
274,"{""last"":274070,""bid"":274070,""ask"":274139,""high"":276000,""low"":263200,""volume"":""10303.39198387"",""timestamp"":1496145294}",20170530205501
275,"{""last"":274070,""bid"":274070,""ask"":274122,""high"":276000,""low"":263200,""volume"":""10301.66016643"",""timestamp"":1496145306}",20170530205511
276,"{""last"":274070,""bid"":274070,""ask"":274109,""high"":276000,""low"":263200,""volume"":""10303.74107312"",""timestamp"":1496145316}",20170530205521
277,"{""last"":274099,""bid"":274083,""ask"":274087,""high"":276000,""low"":263200,""volume"":""10300.86844883"",""timestamp"":1496145325}",20170530205531
278,"{""last"":274098,""bid"":274089,""ask"":274099,""high"":276000,""low"":263200,""volume"":""10300.81601755"",""timestamp"":1496145337}",20170530205541
279,"{""last"":274096,""bid"":274094,""ask"":274096,""high"":276000,""low"":263200,""volume"":""10302.15525408"",""timestamp"":1496145347}",20170530205551
280,"{""last"":274100,""bid"":274081,""ask"":274100,""high"":276000,""low"":263200,""volume"":""10301.02788021"",""timestamp"":1496145356}",20170530205601
281,"{""last"":274100,""bid"":274093,""ask"":274100,""high"":276000,""low"":263200,""volume"":""10295.15335499"",""timestamp"":1496145364}",20170530205611
282,"{""last"":274100,""bid"":274093,""ask"":274100,""high"":276000,""low"":263200,""volume"":""10295.12305499"",""timestamp"":1496145375}",20170530205621
283,"{""last"":274100,""bid"":274093,""ask"":274100,""high"":276000,""low"":263200,""volume"":""10295.12305499"",""timestamp"":1496145385}",20170530205631
284,"{""last"":274100,""bid"":274084,""ask"":274100,""high"":276000,""low"":263200,""volume"":""10293.55565499"",""timestamp"":1496145396}",20170530205641
285,"{""last"":274100,""bid"":274084,""ask"":274100,""high"":276000,""low"":263200,""volume"":""10293.51875499"",""timestamp"":1496145405}",20170530205651
286,"{""last"":274081,""bid"":274081,""ask"":274084,""high"":276000,""low"":263200,""volume"":""10293.62053499"",""timestamp"":1496145418}",20170530205702
287,"{""last"":274084,""bid"":274081,""ask"":274206,""high"":276000,""low"":263200,""volume"":""10292.14823499"",""timestamp"":1496145425}",20170530205712
288,"{""last"":274080,""bid"":274082,""ask"":274149,""high"":276000,""low"":263200,""volume"":""10291.86333499"",""timestamp"":1496145437}",20170530205722
289,"{""last"":274162,""bid"":274082,""ask"":274163,""high"":276000,""low"":263200,""volume"":""10289.57647499"",""timestamp"":1496145445}",20170530205732
290,"{""last"":274160,""bid"":274094,""ask"":274148,""high"":276000,""low"":263200,""volume"":""10289.86075943"",""timestamp"":1496145456}",20170530205742
291,"{""last"":274160,""bid"":274082,""ask"":274161,""high"":276000,""low"":263200,""volume"":""10287.62525943"",""timestamp"":1496145464}",20170530205752
292,"{""last"":274160,""bid"":274102,""ask"":274148,""high"":276000,""low"":263200,""volume"":""10287.29765375"",""timestamp"":1496145475}",20170530205802
